100,0.5,0.6,16643,19483,212,950,0.000286
100,0.5,0.6,16643,19483,212,950,0.000738
100,0.5,0.6,16643,19483,212,950,0.000372
100,0.5,0.6,16643,19483,212,950,0.000546
100,0.5,0.6,16643,19483,212,950,0.000339
100,0.5,0.6,16643,19483,212,950,0.000355
100,0.5,0.6,16643,19483,212,950,0.00039
100,0.5,0.6,16643,19483,212,950,0.000372
100,0.5,0.6,16643,19483,212,950,0.00037
100,0.5,0.6,16643,19483,212,950,0.000366
100,0.5,0.6,16643,19483,212,950,0.000532
100,0.5,0.6,16643,19483,212,950,0.000337
100,0.5,0.6,16643,19483,212,950,0.000347
100,0.5,0.6,16643,19483,212,950,0.000584
100,0.5,0.6,16643,19483,212,950,0.000412
100,0.5,0.6,16643,19483,212,950,0.000389
100,0.5,0.6,16643,19483,212,950,0.00034
100,0.5,0.6,16643,19483,212,950,0.000417
100,0.5,0.6,16643,19483,212,950,0.000519
100,0.5,0.6,16643,19483,212,950,0.000359
100,0.5,0.6,16643,19483,212,950,0.000385
100,0.5,0.6,16643,19483,212,950,0.000481
100,0.5,0.6,16643,19483,212,950,0.000346
100,0.5,0.6,16643,19483,212,950,0.000354
100,0.5,0.6,16643,19483,212,950,0.00037
100,0.5,0.6,16643,19483,212,950,0.00036
100,0.5,0.6,16643,19483,212,950,0.000577
100,0.5,0.6,16643,19483,212,950,0.000367
100,0.5,0.6,16643,19483,212,950,0.000387
100,0.5,0.6,16643,19483,212,950,0.000444
100,0.5,0.6,16643,19483,212,950,0.000276
100,0.5,0.6,16643,19483,212,950,0.000448
100,0.5,0.6,16643,19483,212,950,0.00035
100,0.5,0.6,16643,19483,212,950,0.000346
100,0.5,0.6,16643,19483,212,950,0.000339
100,0.5,0.6,16643,19483,212,950,0.000353
100,0.5,0.6,16643,19483,212,950,0.000433
100,0.5,0.6,16643,19483,212,950,0.00063
100,0.5,0.6,16643,19483,212,950,0.000587
100,0.5,0.6,16643,19483,212,950,0.000348
100,0.5,0.6,16643,19483,212,950,0.000314
100,0.5,0.6,16643,19483,212,950,0.000332
100,0.5,0.6,16643,19483,212,950,0.000374
100,0.5,0.6,16643,19483,212,950,0.003678
100,0.5,0.6,16643,19483,212,950,0.000348
100,0.5,0.6,16643,19483,212,950,0.000624
100,0.5,0.6,16643,19483,212,950,0.000794
100,0.5,0.6,16643,19483,212,950,0.000369
100,0.5,0.6,16643,19483,212,950,0.000355
100,0.5,0.6,16643,19483,212,950,0.000358
100,0.5,0.6,16643,19483,212,950,0.000308
100,0.5,0.6,16643,19483,212,950,0.000396
100,0.5,0.6,16643,19483,212,950,0.000626
100,0.5,0.6,16643,19483,212,950,0.000591
100,0.5,0.6,16643,19483,212,950,0.000353
100,0.5,0.6,16643,19483,212,950,0.000481
